epoch,Sorensen_Dice_coef,loss,negative_precision,precision,recall,val_Sorensen_Dice_coef,val_loss,val_negative_precision,val_precision,val_recall
25,0.3473509550094604,0.7147132754325867,0.8604528307914734,0.3808993399143219,0.274163007736206,0.0548874624073505,1.0117061138153076,0.8361706733703613,0.3592013120651245,0.0139073440805077
26,0.3415221273899078,0.7144904136657715,0.8600783348083496,0.3738670349121094,0.2737393975257873,0.0036909710615873,1.0450176000595093,0.8350247740745544,0.2592440545558929,0.0007622320554219
27,0.3515859246253967,0.6957291960716248,0.8623677492141724,0.380879670381546,0.2890910506248474,0.0135303484275937,1.0359443426132202,0.835275411605835,0.3157934844493866,0.0029115441720932
28,0.3469523191452026,0.7039958834648132,0.8620746731758118,0.3775452971458435,0.2883444428443908,4.310299573262455e-06,1.0511753559112549,0.8349192142486572,0.1914266943931579,8.620679636806017e-07
29,0.3569963574409485,0.6921424865722656,0.8627601265907288,0.3909222781658172,0.2831368446350097,0.0039261635392904,1.0411365032196045,0.8350213170051575,0.2656086087226867,0.0008122527506202
30,0.3548990786075592,0.7047300338745117,0.8599719405174255,0.4064159095287323,0.2573987543582916,0.174129843711853,0.8727133870124817,0.8441944122314453,0.3348746001720428,0.083344928920269
31,0.3612246215343475,0.6890461444854736,0.8624982833862305,0.3987182080745697,0.283043771982193,0.019602907821536,1.0378365516662598,0.8350486755371094,0.1976322531700134,0.0042856708168983
32,0.365473985671997,0.6976752877235413,0.860903799533844,0.4139466285705566,0.2680042684078216,0.0093661248683929,1.0492677688598633,0.8351810574531555,0.3032414615154266,0.0019747901242226
33,0.3681651055812835,0.6842347979545593,0.8622392416000366,0.4138409197330475,0.2750290334224701,0.1377948969602584,0.9138168692588806,0.8412227630615234,0.3909055888652801,0.0560637526214122
34,0.3512754440307617,0.7015491127967834,0.8601769208908081,0.3994336426258087,0.2587171196937561,0.0065005179494619,1.048895001411438,0.8350945115089417,0.3344968557357788,0.0013460371410474
35,0.3576495349407196,0.7015380263328552,0.8582736253738403,0.4159474372863769,0.2468981295824051,0.1970393508672714,0.8663499355316162,1.0,0.1650808751583099,1.0
36,0.3654155135154724,0.6979397535324097,0.8614747524261475,0.4150547087192535,0.2682732939720154,0.2236046195030212,0.8356690406799316,0.8522324562072754,0.3875947892665863,0.1552328616380691
37,0.3753466606140136,0.6852830648422241,0.8628450632095337,0.4238550066947937,0.2772979140281677,1.6102780567295305e-11,1.0682449340820312,0.8349191546440125,1.0,3.212556739726203e-12
38,0.3706246018409729,0.6872153878211975,0.8606044054031372,0.4274068176746368,0.2564709186553955,0.000224384755711,1.0502935647964478,0.8349226117134094,0.2580471932888031,4.491969230002724e-05
39,0.3794791996479034,0.6767072677612305,0.862737774848938,0.4314833879470825,0.2753643095493316,0.0096270870417356,1.0460262298583984,0.8351898789405823,0.2690430879592895,0.0021103208418935
40,0.3672475516796112,0.693504810333252,0.8598148822784424,0.4265828430652618,0.2539335489273071,0.1293986439704895,0.943998396396637,0.8357120156288147,0.1764091402292251,0.0678886845707893
41,0.3750694692134857,0.6894699335098267,0.8614098429679871,0.4349831342697143,0.2646802067756653,0.1756888180971145,0.8833866715431213,0.8456876873970032,0.448824793100357,0.0802810788154602
42,0.3680000901222229,0.6923553347587585,0.8603277802467346,0.4257785081863403,0.2576687037944793,0.0136632388457655,1.0421841144561768,0.8353109955787659,0.300129622220993,0.002975333482027
43,0.3689134418964386,0.6828333139419556,0.8606730699539185,0.426900565624237,0.2573103606700897,7.57244270062074e-05,1.0569381713867188,0.8349197506904602,0.2072420120239257,1.51507529153605e-05
44,0.3782843053340912,0.6823128461837769,0.8605585694313049,0.4427054822444916,0.2572645843029022,0.0198683869093656,1.030828595161438,0.8355865478515625,0.3164116442203522,0.0047115720808506
45,0.3843331038951874,0.6704330444335938,0.8633760809898376,0.4402906000614166,0.2761370539665222,0.0360002927482128,1.032883644104004,0.8361595273017883,0.3791534006595611,0.0085955550894141
46,0.3682989776134491,0.690441906452179,0.8627144694328308,0.4112445116043091,0.277927964925766,0.0828921422362327,0.96930992603302,0.8376152515411377,0.381103515625,0.0237370580434799
47,0.378790944814682,0.675697386264801,0.8620802760124207,0.4364728033542633,0.2660918533802032,0.1931624412536621,0.8615627884864807,0.834871768951416,0.1685859113931656,0.5699475407600403
48,0.3867826759815216,0.6735957860946655,0.8622653484344482,0.4463196396827698,0.2680236399173736,0.1325778365135193,0.9177671670913696,0.84043949842453,0.4526840150356293,0.0469927825033664
49,0.3806550502777099,0.6793674826622009,0.8623085021972656,0.4364081919193268,0.2699214220046997,0.1242188587784767,0.9261226058006288,0.8395623564720154,0.394629955291748,0.0448874048888683
50,0.3769822120666504,0.682789146900177,0.8617882132530212,0.433341920375824,0.265598714351654,0.1988036632537841,0.8617478013038635,0.8474550843238831,0.1686780899763107,0.7986481785774231
51,0.3813052177429199,0.6925298571586609,0.8625388145446777,0.4417970180511474,0.265140563249588,0.2910757958889007,0.769436240196228,0.8825508952140808,0.4078770577907562,0.3909626305103302
52,0.3746186196804046,0.6810026168823242,0.8623512387275696,0.4246605932712555,0.2743074595928192,0.1195167675614357,0.9292852878570556,0.8394504189491272,0.4138851165771484,0.0362366326153278
53,0.3821918666362762,0.6746127605438232,0.8628396987915039,0.4359869360923767,0.2781956493854522,0.0099123790860176,1.0490556955337524,0.8352338671684265,0.3111154735088348,0.0021575682330876
54,0.3814998865127563,0.6721057295799255,0.8638424873352051,0.4305163919925689,0.2855899930000305,0.0056360382586717,1.0464757680892944,0.8350051045417786,0.3154127299785614,0.0011810468276962
55,0.3718501627445221,0.6809805035591125,0.8620237708091736,0.4269044995307922,0.2667905688285827,0.1971586793661117,0.8597064018249512,0.8486927151679993,0.1652866452932357,0.9870807528495787
56,0.3876481354236603,0.6743640303611755,0.8635481595993042,0.4442639350891113,0.279884934425354,0.1006466522812843,0.956562638282776,0.8390185832977295,0.3758273422718048,0.031038487330079
57,0.3778076171875,0.6795174479484558,0.8612428903579712,0.4370051324367523,0.2624182105064392,0.2329239100217819,0.8222652673721313,0.8516480326652527,0.519726574420929,0.129737377166748
58,0.3917281925678253,0.6611154079437256,0.8639603853225708,0.4499333798885345,0.2800700962543487,0.0213685762137174,1.029868245124817,0.8356631398200989,0.3922617435455322,0.0053470786660909
59,0.3824981153011322,0.6814976930618286,0.8609960675239563,0.4544110000133514,0.2517712712287903,5.160568889550632e-06,1.0589580535888672,0.8349192142486572,0.2463242560625076,1.0321383570044418e-06
60,0.388272762298584,0.6679452061653137,0.8623946905136108,0.4576963186264038,0.2595938444137573,5.8386180171510205e-05,1.0547901391983032,0.8349196910858154,0.2255855798721313,1.168058497569291e-05
61,0.388899952173233,0.6665226817131042,0.8626656532287598,0.4491694867610931,0.2711087763309479,0.2373665422201156,0.8168344497680664,0.8515805602073669,0.514374315738678,0.1320271641016006
62,0.3992770910263061,0.6570581793785095,0.8628503680229187,0.466575026512146,0.2714411616325378,0.1195611134171485,0.9343920946121216,0.8397679328918457,0.4234066903591156,0.0390423201024532
63,0.4024494588375091,0.653840184211731,0.8645713329315186,0.4695127308368683,0.2788797914981842,0.1139535903930664,0.940138041973114,0.8387454152107239,0.3640398979187011,0.035118781030178
64,0.4043523371219635,0.6487637758255005,0.8618263602256775,0.4910631477832794,0.2546993196010589,0.014015226624906,1.0390843152999878,0.8353474736213684,0.3889459669589996,0.0031429855152964
65,0.3970521688461303,0.656024694442749,0.8629904389381409,0.4686951637268066,0.2656522095203399,0.0395845845341682,1.0148017406463623,0.8363721966743469,0.4734960496425628,0.0093556754291057
66,0.3820125758647918,0.6730629205703735,0.8623075485229492,0.442460149526596,0.2651653289794922,0.1979344487190246,0.8567185997962952,0.8445770740509033,0.1661198437213897,0.9738066792488098
67,0.3811530172824859,0.6763261556625366,0.8616198897361755,0.4469988644123077,0.2586681842803955,0.1778284162282943,0.8815364837646484,0.8421003818511963,0.1882415860891342,0.364870548248291
68,0.4009196758270263,0.6654771566390991,0.8627546429634094,0.4727143347263336,0.2664763033390045,0.1084483861923217,0.9667049050331116,0.8384842872619629,0.4200948476791382,0.0338303297758102
69,0.3996313512325287,0.664555549621582,0.8630963563919067,0.4704601168632507,0.2668608129024505,0.041358683258295,1.0163686275482178,0.8358270525932312,0.3070785999298095,0.0102443983778357
70,0.3892419338226318,0.665672779083252,0.86247318983078,0.4576553404331207,0.2625102996826172,0.1815737634897232,0.874372661113739,0.8445799350738525,0.5048388838768005,0.0748104155063629
71,0.4053621590137481,0.6507394909858704,0.8650339841842651,0.4709706008434295,0.2821096181869507,5.117914406582713e-05,1.053999662399292,0.8349197506904602,0.2531909644603729,1.023809363687178e-05
72,0.396652340888977,0.66624915599823,0.8635016679763794,0.462094783782959,0.2707436084747314,6.338140519801527e-05,1.0550376176834106,0.8349199295043945,0.2958774268627167,1.26808081404306e-05
73,0.4047316610813141,0.6533492207527161,0.8626922369003296,0.4858500361442566,0.2611731886863708,3.49711517628748e-05,1.0557875633239746,0.8349194526672363,0.2084415107965469,6.995537205511937e-06
74,0.394155353307724,0.66391921043396,0.8636637926101685,0.4547808170318603,0.2762063145637512,0.1659042686223983,0.9122681021690368,0.8345586657524109,0.1635747104883194,0.1961732059717178
75,0.4038777351379394,0.6564969420433044,0.8633484840393066,0.4746782481670379,0.2700351774692535,0.0374328009784221,1.0186583995819092,0.8361046314239502,0.3880489766597748,0.009287285618484
76,0.3910508453845978,0.670830249786377,0.862484335899353,0.4522789418697357,0.2699764668941498,0.0293311476707458,1.0339581966400146,0.8357527256011963,0.3438259661197662,0.0068049095571041
77,0.4060498774051666,0.6547479629516602,0.8647755980491638,0.4667715430259704,0.2830172777175903,0.0074734091758728,1.0471493005752563,0.8351406455039978,0.3912590742111206,0.0015360791003331
78,0.3968209326267242,0.6611998081207275,0.861729621887207,0.4780030250549316,0.254895806312561,2.8422653485904448e-05,1.057850956916809,0.8349194526672363,0.2045122236013412,5.685586074832827e-06
79,0.4095397591590881,0.6489765644073486,0.8633161783218384,0.4905808568000793,0.2651403248310089,0.0815848186612129,0.9831580519676208,0.8379958271980286,0.4595732688903808,0.0223629623651504
80,0.4074409306049347,0.6516773104667664,0.8649768829345703,0.4743016958236694,0.2808317840099334,0.1209861859679222,0.9349961280822754,0.8339143395423889,0.1534821689128875,0.075249396264553
81,0.4062088429927826,0.6557644605636597,0.8650946021080017,0.4702735245227813,0.2817507684230804,0.3591618537902832,0.7073683142662048,0.8887519836425781,0.370808869600296,0.4272890388965606
82,0.4206361770629883,0.6408379077911377,0.864246666431427,0.5050904154777527,0.2687633335590362,0.2116642594337463,0.8585829734802246,0.8534042835235596,0.186955988407135,0.5104761719703674
83,0.4004165232181549,0.6579892635345459,0.8614817261695862,0.485299289226532,0.252608448266983,0.1896970123052597,0.8647317886352539,0.8453548550605774,0.4204165637493133,0.0819457322359085
84,0.4075759351253509,0.6497214436531067,0.8642873764038086,0.4774649441242218,0.276936262845993,0.3506593704223633,0.7007492780685425,0.8850805163383484,0.3493576943874359,0.4039868414402008
85,0.4085884988307953,0.6476558446884155,0.8632734417915344,0.4927114248275757,0.2622017860412597,0.0022235678043216,1.052065134048462,0.8348627686500549,0.2728562653064728,0.0004566899442579
86,0.398155927658081,0.6572173833847046,0.8640365600585938,0.4626390635967254,0.2750758826732635,0.25750532746315,0.8064702153205872,0.871615469455719,0.4276244640350342,0.2916508913040161
87,0.4094765186309814,0.648539662361145,0.8634760975837708,0.4898101389408111,0.2679027020931244,0.1091120764613151,0.9516525268554688,0.8400045037269592,0.5232515931129456,0.0367188490927219
88,0.4002266824245453,0.6634644269943237,0.8634359836578369,0.4758479595184326,0.267503410577774,0.0499137081205844,1.0054265260696411,0.8365201354026794,0.3877811729907989,0.011969962157309
89,0.4093152582645416,0.6503444910049438,0.8632309436798096,0.4868258833885193,0.2656345665454864,0.0003817973192781,1.0624388456344604,0.8349284529685974,0.3896391689777374,7.650348561583087e-05
90,0.403960645198822,0.6544198989868164,0.8639932870864868,0.4762069582939148,0.2695316076278686,0.0610804446041584,0.9982926845550536,0.8368993401527405,0.4453792572021484,0.0151858916506171
91,0.4123431146144867,0.648857057094574,0.8637729287147522,0.4884076714515686,0.2711421549320221,0.0568255372345447,0.9937428832054138,0.8373942375183105,0.5017641186714172,0.0146200628951191
92,0.4142426252365112,0.6407126188278198,0.8639690279960632,0.4951134324073791,0.2685222923755646,4.0203147364081815e-05,1.0586453676223757,0.8349197506904602,0.2681593000888824,8.04203318693908e-06
93,0.4078823029994964,0.6495299935340881,0.8652464747428894,0.4755356907844543,0.2792104184627533,1.873021210485604e-05,1.0549211502075195,0.8349193930625916,0.2510839402675628,3.746412630789564e-06
94,0.4183483719825744,0.6386400461196899,0.8646644353866577,0.4967645406723022,0.2767612040042877,0.3384385108947754,0.7134819626808167,0.898938000202179,0.4501978158950805,0.4818033874034881
95,0.4164104759693146,0.6380086541175842,0.8666304349899292,0.4799462556838989,0.2933871746063232,0.2320547699928283,0.8183203935623169,0.8506121635437012,0.5479634404182434,0.1062762737274169
96,0.4016351997852325,0.6572815775871277,0.8610522747039795,0.4981064796447754,0.243084967136383,0.2479235380887985,0.8269925713539124,0.8602395057678223,0.4089184999465942,0.1970858573913574
97,0.4087503850460052,0.6506635546684265,0.8630883693695068,0.4886344969272613,0.2636049687862396,0.2556827366352081,0.8049680590629578,0.8737344145774841,0.4159612953662872,0.3296495676040649
98,0.4235869646072387,0.6411852240562439,0.8648071885108948,0.5034676194190979,0.2759826183319092,0.1134243682026863,0.943999171257019,0.8395822644233704,0.529495120048523,0.0330669321119785
99,0.4065742492675781,0.652032732963562,0.8640945553779602,0.4770222306251526,0.2734452784061432,0.0345164984464645,1.0205926895141602,0.8364688754081726,0.5065204501152039,0.0085997078567743
100,0.4249616861343384,0.6263276934623718,0.8680160641670227,0.4898918569087982,0.2937433123588562,0.0009210552670992,1.0469093322753906,0.8349065780639648,0.2868140041828155,0.0001860646880231
101,0.4473449885845184,0.5989512801170349,0.8684822916984558,0.529147744178772,0.2947295308113098,0.032159574329853,1.0118318796157837,0.8362674713134766,0.4876440465450287,0.0078279385343194
102,0.4423488974571228,0.6031638979911804,0.8660995364189148,0.5343166589736938,0.2787458002567291,0.0576762557029724,0.9859647154808044,0.8375170826911926,0.423797458410263,0.0158871673047542
103,0.4338167905807495,0.6116203665733337,0.8660462498664856,0.522030770778656,0.2744911015033722,0.0256532747298479,1.0169246196746826,0.836041271686554,0.4365900456905365,0.0063502215780317
104,0.4461818039417267,0.5983133316040039,0.8656867146492004,0.5438913702964783,0.2757557034492492,0.0034434848930686,1.0411033630371094,0.8350324630737305,0.2642229199409485,0.0007120244554243
105,0.4450445473194122,0.59859699010849,0.866593062877655,0.5377597212791443,0.2802481353282928,0.1165149435400962,0.9215421080589294,0.8402178883552551,0.5267288684844971,0.0368224456906318
106,0.4387055933475494,0.604930579662323,0.8656861186027527,0.5290683507919312,0.276110827922821,0.214235246181488,0.8266935348510742,0.8484852910041809,0.5356467366218567,0.0917504727840423
107,0.438178151845932,0.6045783162117004,0.8666911125183105,0.5230364203453064,0.2839534282684326,0.0005540327401831,1.041823387145996,0.8349397778511047,0.3174557387828827,0.0001113251128117
108,0.4597328603267669,0.5824763774871826,0.8679116368293762,0.5536835789680481,0.2888942062854767,0.1520435363054275,0.8815255761146545,0.8432795405387878,0.5610052347183228,0.0523911565542221
109,0.4414118230342865,0.5999706387519836,0.8676023483276367,0.5221932530403137,0.2916567623615265,0.3069222867488861,0.7357736229896545,0.8591774106025696,0.6026393175125122,0.1684470176696777
110,0.4494964182376861,0.592077910900116,0.8664843440055847,0.5470564365386963,0.2793464660644531,0.0292300526052713,1.0103191137313845,0.8362318873405457,0.3063049018383026,0.0074173919856548
111,0.4415068626403808,0.5995737910270691,0.8677473068237305,0.5233935117721558,0.2888835370540619,0.1186358258128166,0.9189171195030212,0.8406886458396912,0.5703200101852417,0.0352354645729064
112,0.4502319693565368,0.5910601019859314,0.8677865266799927,0.5414385199546814,0.2875018119812011,0.2077760696411132,0.8257833123207092,0.8480146527290344,0.5016657114028931,0.0888795480132103
113,0.45038902759552,0.5910120606422424,0.8668461441993713,0.5472405552864075,0.2842429280281067,0.0800135061144828,0.9567185640335084,0.8389804363250732,0.5456981062889099,0.0229963976889848
114,0.4532493054866791,0.58738112449646,0.866937518119812,0.5494216084480286,0.2832682430744171,0.2274838238954544,0.8059186935424805,0.8491861820220947,0.5389693379402161,0.0962388589978218
115,0.4543336033821106,0.5873305201530457,0.8677068948745728,0.5481030344963074,0.2864660024642944,0.0625082924962043,0.9783413410186768,0.8376196026802063,0.4734894931316376,0.01649777777493
116,0.4540459513664245,0.587037980556488,0.8680456876754761,0.5507450699806213,0.2883841693401336,0.0186672564595937,1.0203239917755127,0.8358173966407776,0.3282049596309662,0.0046053482219576
117,0.4553366303443908,0.5847762227058411,0.8681768178939819,0.5460659265518188,0.2913568913936615,0.0705919340252876,0.9657352566719056,0.8377283215522766,0.4162790775299072,0.0185278691351413
118,0.4546958804130554,0.5861591696739197,0.8691039085388184,0.535606324672699,0.3018131554126739,0.0607073158025741,0.9762544631958008,0.8376867771148682,0.3978061974048614,0.0166946183890104
119,0.4560518860816955,0.5845641493797302,0.869113028049469,0.5404324531555176,0.2995973229408264,0.2395453304052353,0.7907729744911194,0.849221408367157,0.6378505229949951,0.1011698469519615
120,0.4512018263339996,0.5886386036872864,0.8664310574531555,0.5512346625328064,0.2780325412750244,0.1221692562103271,0.911712884902954,0.8410313725471497,0.5335901975631714,0.0380399115383625
121,0.4582876563072204,0.5807909369468689,0.8669430613517761,0.5624999403953552,0.2806112170219421,0.0066609811037778,1.032130002975464,0.8351390957832336,0.3310573399066925,0.0013938286574557
122,0.4496099650859833,0.5895552039146423,0.867990255355835,0.5387206077575684,0.2903021872043609,0.0032791893463581,1.0358084440231323,0.8350224494934082,0.419093519449234,0.0006737254443578
123,0.4568530619144439,0.5831747651100159,0.8686328530311584,0.544943630695343,0.2975638210773468,0.1630046814680099,0.870177149772644,0.8428177833557129,0.6064836978912354,0.0561260841786861
124,0.4456795156002044,0.5949559807777405,0.8668433427810669,0.5391470789909363,0.2817069888114929,0.3173601031303406,0.7191575765609741,0.8584824204444885,0.620251476764679,0.1591002941131591
125,0.4562467336654663,0.5833609104156494,0.8669570684432983,0.5597732663154602,0.281486302614212,0.1373503059148788,0.8993390798568726,0.8413645625114441,0.6797754764556885,0.0431400127708911
126,0.4496239423751831,0.5905400514602661,0.8682481646537781,0.5336328148841858,0.2930778264999389,0.0880282595753669,0.947037637233734,0.8393893837928772,0.574862539768219,0.0252536758780479
127,0.464173674583435,0.576271116733551,0.8701238632202148,0.5500332713127136,0.3036260902881622,0.0117984591051936,1.0279500484466553,0.8354524970054626,0.2810183465480804,0.0026735281571745
128,0.4510358572006225,0.5889347791671753,0.8674346804618835,0.5463542342185974,0.2843333482742309,0.0107584642246365,1.028006672859192,0.8353983759880066,0.3206692636013031,0.0024050711654126
129,0.4549662172794342,0.5847569704055786,0.8679412603378296,0.5459896922111511,0.2908940315246582,0.1900455206632614,0.8462880253791809,0.8457841277122498,0.4762167632579803,0.0716331228613853
130,0.4717575013637543,0.5694599747657776,0.8703177571296692,0.5649746656417847,0.3051549196243286,0.2059158533811569,0.8255460262298584,0.8483932018280029,0.4477249383926391,0.0949822142720222
131,0.4519619941711426,0.5877265930175781,0.8661684393882751,0.5569454431533813,0.2758257687091827,0.320378690958023,0.7175757884979248,0.8626353144645691,0.6351977586746216,0.1909151822328567
132,0.4592089056968689,0.5798104405403137,0.8679468631744385,0.5545042753219604,0.2904859483242035,0.1775577664375305,0.8548872470855713,0.8443090319633484,0.5776700377464294,0.0636343583464622
133,0.4616839289665222,0.5779478549957275,0.8681468963623047,0.5586000680923462,0.2900218665599823,0.1820608228445053,0.8651673793792725,0.8463260531425476,0.5613734722137451,0.071020059287548
134,0.4646826684474945,0.5762504935264587,0.8684111833572388,0.560272216796875,0.2927450835704803,0.0419201552867889,0.9959901571273804,0.8363915085792542,0.4052999019622803,0.0098966537043452
135,0.4596900343894958,0.5816420316696167,0.8684916496276855,0.5511422157287598,0.2932380139827728,0.0411984585225582,0.9963340163230896,0.836521565914154,0.4960525929927826,0.0095844157040119
136,0.4512164890766144,0.5888220071792603,0.8681463599205017,0.5426655411720276,0.2887459993362427,0.1531186699867248,0.8802908658981323,0.8423330783843994,0.6500740051269531,0.0493624471127986
137,0.453620046377182,0.5857201814651489,0.8683114051818848,0.5392436385154724,0.2956725656986236,0.1622633039951324,0.8712148070335388,0.8429366946220398,0.5949333310127258,0.0533937960863113
138,0.4561101198196411,0.5828431248664856,0.8674615025520325,0.5531607866287231,0.2860591411590576,0.0253979936242103,1.012157320976257,0.8360833525657654,0.5278761386871338,0.0063270111568272
139,0.4629775881767273,0.5767098665237427,0.8682364225387573,0.5647157430648804,0.2866298854351043,0.0681112483143806,0.969753623008728,0.8377552628517151,0.4680201113224029,0.0179378893226385
140,0.4639078974723816,0.5755919814109802,0.8694064021110535,0.5542453527450562,0.3014168441295624,0.2473061084747314,0.7875573635101318,0.850266695022583,0.6601502895355225,0.1002320423722267
141,0.4605735242366791,0.5797695517539978,0.8694035410881042,0.5521703958511353,0.2956370711326599,0.0093136383220553,1.0293699502944946,0.8350589871406555,0.3012301623821258,0.002064341912046
142,0.4623997211456299,0.5765631794929504,0.8686044216156006,0.5574008822441101,0.2924776673316955,4.484110468183644e-05,1.0388834476470947,0.8349193930625916,0.2278678566217422,8.972373507276643e-06
143,0.4667253196239471,0.5724926590919495,0.8687126040458679,0.5687301158905029,0.2892273664474487,0.2685497105121612,0.772110641002655,0.8530042767524719,0.6129210591316223,0.1229916736483573
144,0.4644349813461303,0.5749273300170898,0.8684655427932739,0.5630184412002563,0.2926027476787567,0.042065005749464,0.9941773414611816,0.8370214104652405,0.3288687765598297,0.0116895362734794
145,0.4686794281005859,0.5699782967567444,0.8677912950515747,0.5786096453666687,0.2850116491317749,0.1144801080226898,0.9199695587158204,0.8405389785766602,0.5424708724021912,0.034732524305582
146,0.4731400609016418,0.5652373433113098,0.8700675964355469,0.5698716640472412,0.3021538257598877,0.1392752826213836,0.895400881767273,0.8414035439491272,0.4963573515415191,0.0433359183371067
147,0.4712226390838623,0.5667091012001038,0.8691800236701965,0.5643317699432373,0.2981548011302948,0.1689244955778122,0.8604738712310791,0.8433198928833008,0.519949734210968,0.0561746656894683
148,0.4632391333580017,0.5757490396499634,0.8687426447868347,0.5619083046913147,0.2893818616867065,0.0178435090929269,1.0201865434646606,0.835738480091095,0.2923619449138641,0.0044540232047438
149,0.4592283070087433,0.5794064402580261,0.870190441608429,0.5439245104789734,0.3043490052223205,0.0255977418273687,1.0118526220321655,0.8362573981285095,0.3906271457672119,0.0068506398238241
150,0.4621899127960205,0.5775524377822876,0.8695626258850098,0.5532468557357788,0.298049122095108,0.3209328353404999,0.7241907715797424,0.8696348667144775,0.535153329372406,0.2519524395465851
